timestamp,estacao_id,bioma,latitude,longitude,temperatura_c,umidade_ar_pct,pressao_hpa,umidade_solo_pct,fumaca_ppm,indice_uv
2024-07-22T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.6,29.6,1008.3,11.9,186.0,0.0
2024-07-23T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,21.9,29.8,1015.7,8.6,812.0,0.0
2024-07-23T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.5,28.2,1015.3,10.1,170.0,1.0
2024-07-23T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.5,26.5,1014.4,18.5,152.0,1.1
2024-07-23T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.0,25.5,1004.7,18.1,163.0,4.6
2024-07-23T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.5,20.6,1010.5,11.5,165.0,9.1
2024-07-23T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.8,20.7,1014.6,11.7,652.0,4.5
2024-07-23T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.2,24.2,1014.1,19.8,808.0,0.0
2024-07-23T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.9,29.2,1012.9,20.6,174.0,0.0
2024-07-24T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.3,38.6,1016.3,9.7,163.0,0.5
2024-07-24T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.7,34.3,1007.5,21.2,372.0,0.7
2024-07-24T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.7,29.3,1004.6,23.1,170.0,0.0
2024-07-24T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.3,26.5,1016.4,17.7,152.0,5.9
2024-07-24T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,37.7,26.0,1020.4,6.0,148.0,8.7
2024-07-24T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.7,23.5,1015.9,8.1,159.0,6.4
2024-07-24T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.8,33.7,1010.4,23.0,679.0,0.0
2024-07-24T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.1,37.0,1012.3,19.5,342.0,0.2
2024-07-25T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,20.3,41.0,1019.0,20.8,153.0,0.4
2024-07-25T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.5,40.5,1014.1,13.8,165.0,0.1
2024-07-25T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.3,33.0,1010.7,13.9,160.0,1.0
2024-07-25T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.4,25.6,1010.8,29.2,549.0,5.6
2024-07-25T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.2,29.0,1007.9,26.7,453.0,5.6
2024-07-25T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.7,30.6,1009.8,18.3,164.0,3.5
2024-07-25T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.2,31.0,1012.0,20.2,421.0,1.7
2024-07-25T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,22.7,41.7,1013.4,16.6,168.0,0.7
2024-07-26T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.7,48.1,999.9,28.2,152.0,1.7
2024-07-26T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.6,44.8,1013.0,18.9,148.0,1.1
2024-07-26T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.2,46.4,1018.1,23.4,687.0,0.0
2024-07-26T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.4,40.5,1013.9,22.6,154.0,6.6
2024-07-26T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.7,41.3,1015.0,24.0,146.0,5.8
2024-07-26T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.5,39.7,1017.7,18.3,174.0,7.8
2024-07-26T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.1,41.4,1018.0,23.3,632.0,0.0
2024-07-26T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.7,46.8,1014.5,23.2,148.0,1.4
2024-07-27T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.8,34.3,1012.5,13.2,184.0,0.0
2024-07-27T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.3,32.0,1010.8,19.6,168.0,0.0
2024-07-27T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.9,27.0,1002.9,10.5,182.0,0.0
2024-07-27T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.8,26.2,1010.3,20.0,195.0,6.4
2024-07-27T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.8,22.6,1016.1,12.8,173.0,6.3
2024-07-27T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.0,33.3,1011.5,16.7,173.0,7.1
2024-07-27T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.3,30.5,1011.1,11.7,148.0,1.6
2024-07-27T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.6,27.0,1015.3,14.9,826.0,0.9
2024-07-28T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.4,29.8,1012.4,17.1,176.0,0.1
2024-07-28T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.6,23.0,1005.5,19.3,180.0,0.0
2024-07-28T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.9,28.9,1017.4,12.6,552.0,0.4
2024-07-28T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.6,21.8,1014.8,10.5,184.0,5.9
2024-07-28T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.3,23.7,1013.3,16.5,185.0,7.8
2024-07-28T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.5,21.6,1008.8,12.8,187.0,5.1
2024-07-28T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.0,27.1,1016.0,17.1,195.0,0.1
2024-07-28T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.5,30.9,1006.5,13.3,177.0,0.3
2024-07-29T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.2,35.7,1015.5,23.7,178.0,0.0
2024-07-29T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.5,32.0,1016.4,13.5,177.0,0.0
2024-07-29T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.6,38.0,1014.9,12.9,180.0,0.0
2024-07-29T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.1,26.6,1013.6,20.2,175.0,5.2
2024-07-29T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,37.5,23.8,1012.3,14.0,187.0,5.9
2024-07-29T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.3,28.1,1014.7,14.1,178.0,6.3
2024-07-29T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.3,34.4,1012.4,13.9,178.0,2.4
2024-07-29T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.8,40.2,1011.2,14.3,502.0,0.0
2024-07-30T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.0,40.9,1018.6,17.2,665.0,0.0
2024-07-30T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.5,32.4,1008.3,15.3,167.0,0.0
2024-07-30T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.8,27.6,1012.7,16.4,155.0,0.0
2024-07-30T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.7,32.6,1010.9,19.2,177.0,4.7
2024-07-30T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.4,27.0,1021.0,17.3,169.0,8.7
2024-07-30T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.7,31.6,1013.4,13.2,628.0,5.4
2024-07-30T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.9,31.6,1016.5,15.9,501.0,1.3
2024-07-30T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.7,34.0,1007.0,6.3,184.0,1.7
2024-07-31T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.5,38.6,1010.9,7.8,153.0,0.8
2024-07-31T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.5,38.7,1017.2,14.0,184.0,0.2
2024-07-31T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.3,38.9,1011.9,14.9,173.0,0.6
2024-07-31T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.8,25.8,1020.1,16.7,178.0,4.7
2024-07-31T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.1,27.7,1008.4,10.9,796.0,8.0
2024-07-31T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.9,31.7,1015.5,17.8,187.0,6.8
2024-07-31T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.9,30.6,1012.2,14.8,172.0,0.0
2024-07-31T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.5,39.9,1020.8,24.3,909.0,0.7
2024-08-01T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.9,30.4,1018.7,13.4,191.0,0.0
2024-08-01T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.5,29.2,1002.6,2.0,173.0,0.3
2024-08-01T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.0,25.8,1012.1,3.5,175.0,0.0
2024-08-01T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.2,21.9,1011.2,2.2,866.0,5.8
2024-08-01T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,39.5,18.4,1006.3,4.6,496.0,8.1
2024-08-01T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.4,17.8,1005.4,9.2,194.0,5.7
2024-08-01T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.4,25.9,1006.6,7.6,190.0,0.0
2024-08-01T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.8,29.1,1018.0,2.0,472.0,0.0
2024-08-02T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.9,44.5,1017.7,15.0,187.0,0.0
2024-08-02T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.0,39.3,1011.8,17.3,478.0,0.0
2024-08-02T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.9,41.0,1016.9,9.8,728.0,0.0
2024-08-02T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.8,36.6,1022.1,17.8,196.0,6.6
2024-08-02T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,39.2,33.9,1014.9,20.3,448.0,7.4
2024-08-02T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,37.3,38.0,1012.9,11.8,507.0,5.7
2024-08-02T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.2,36.4,1012.4,15.9,189.0,1.6
2024-08-02T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.0,41.6,1009.6,23.2,346.0,0.9
2024-08-03T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.6,25.1,1016.2,2.3,193.0,0.0
2024-08-03T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.5,22.0,1010.4,2.0,189.0,1.8
2024-08-03T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.1,31.1,1011.4,4.0,485.0,0.0
2024-08-03T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.8,21.7,1013.8,11.5,805.0,5.9
2024-08-03T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.8,15.8,1012.9,2.0,188.0,8.6
2024-08-03T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,38.8,14.9,1011.3,3.1,487.0,4.9
2024-08-03T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,36.5,30.6,1018.8,5.9,196.0,0.5
2024-08-03T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.2,24.6,1013.4,5.2,178.0,1.3
2024-08-04T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.5,29.3,1015.1,12.9,197.0,0.0
2024-08-04T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.8,28.0,1007.0,9.1,532.0,0.7
2024-08-04T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.3,21.7,1021.1,14.1,184.0,0.0
2024-08-04T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.9,23.6,1010.3,8.6,193.0,5.4
2024-08-04T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.8,19.7,1018.3,2.0,173.0,8.5
2024-08-04T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.4,18.0,1011.4,7.7,184.0,6.3
2024-08-04T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.7,27.9,1011.0,10.0,629.0,0.0
2024-08-04T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.7,27.0,1014.0,5.4,196.0,1.0
2024-08-05T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.8,42.0,1018.6,11.9,179.0,0.0
2024-08-05T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.5,35.7,1013.9,6.6,201.0,0.0
2024-08-05T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.1,30.0,1013.7,3.4,194.0,0.3
2024-08-05T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.3,25.5,1014.4,9.5,196.0,4.1
2024-08-05T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.5,23.5,1012.8,8.5,834.0,7.9
2024-08-05T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.1,27.8,1007.1,9.5,173.0,6.6
2024-08-05T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.2,30.5,1019.0,10.9,872.0,0.0
2024-08-05T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.1,30.8,1013.9,11.3,756.0,0.0
2024-08-06T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.5,32.8,1015.8,7.6,626.0,0.0
2024-08-06T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.4,30.8,1019.3,8.2,190.0,0.0
2024-08-06T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.8,29.5,1016.9,5.5,187.0,0.0
2024-08-06T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.5,18.8,1019.3,7.8,187.0,3.3
2024-08-06T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.1,17.8,1012.4,4.4,170.0,7.1
2024-08-06T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.6,22.5,1014.2,2.0,436.0,4.8
2024-08-06T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.3,23.8,1015.6,2.0,178.0,0.1
2024-08-06T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.9,23.3,1012.9,2.0,190.0,0.0
2024-08-07T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.7,36.9,1018.3,10.8,925.0,0.5
2024-08-07T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.3,30.8,1017.6,7.4,618.0,0.7
2024-08-07T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.2,26.2,1014.1,4.6,786.0,1.3
2024-08-07T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.4,24.5,1016.2,7.7,203.0,5.1
2024-08-07T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.2,24.7,1015.0,13.1,917.0,7.9
2024-08-07T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.4,24.6,1017.0,4.4,732.0,5.8
2024-08-07T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.8,30.0,1011.9,6.8,193.0,0.9
2024-08-07T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.0,35.0,1020.9,12.2,178.0,0.0
2024-08-08T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.3,19.6,1020.9,5.6,199.0,0.0
2024-08-08T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.0,25.0,1013.8,2.0,180.0,1.0
2024-08-08T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.2,17.7,1013.9,2.4,192.0,0.0
2024-08-08T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.6,20.9,1013.1,4.0,163.0,5.4
2024-08-08T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.8,17.0,1010.6,2.0,196.0,8.4
2024-08-08T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.9,22.3,1015.7,2.0,194.0,6.0
2024-08-08T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.4,26.3,1009.7,2.0,175.0,0.0
2024-08-08T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.9,25.0,1012.4,2.4,185.0,0.0
2024-08-09T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.5,36.4,1008.1,5.4,202.0,1.7
2024-08-09T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.4,36.9,1008.5,7.0,186.0,1.0
2024-08-09T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.4,34.3,1019.7,4.9,766.0,0.0
2024-08-09T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.3,25.3,1016.6,2.0,177.0,3.5
2024-08-09T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.1,27.1,1022.4,6.1,208.0,7.4
2024-08-09T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.0,25.5,1014.8,11.7,185.0,5.8
2024-08-09T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,28.9,32.1,1021.0,11.3,635.0,0.4
2024-08-09T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.8,36.2,1016.0,7.7,200.0,0.0
2024-08-10T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,22.2,32.8,1013.5,20.4,888.0,0.0
2024-08-10T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.4,26.9,1016.5,22.9,803.0,0.0
2024-08-10T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.7,27.9,1014.7,14.3,802.0,0.1
2024-08-10T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.0,21.4,1016.1,16.8,168.0,6.2
2024-08-10T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.0,22.9,1014.9,16.3,619.0,7.3
2024-08-10T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.3,27.0,1006.9,14.0,172.0,5.0
2024-08-10T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.0,28.7,1020.4,16.9,155.0,0.0
2024-08-10T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.2,33.2,1010.8,13.3,168.0,0.9
2024-08-11T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.4,25.3,1004.9,10.2,178.0,0.0
2024-08-11T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.5,28.8,1008.9,7.4,183.0,0.8
2024-08-11T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.4,27.7,1017.0,17.3,177.0,0.0
2024-08-11T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.1,18.3,1019.5,8.3,182.0,6.2
2024-08-11T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.6,16.0,1016.6,14.3,351.0,5.5
2024-08-11T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.4,22.3,1009.6,19.8,176.0,7.1
2024-08-11T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.6,19.0,1014.2,19.3,385.0,0.7
2024-08-11T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.5,23.6,1018.8,13.3,169.0,0.0
2024-08-12T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.3,32.5,1014.3,6.4,163.0,0.1
2024-08-12T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.1,33.2,1009.5,14.8,166.0,0.2
2024-08-12T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.0,27.8,1010.4,11.9,899.0,0.2
2024-08-12T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.9,22.2,1011.7,11.2,646.0,4.5
2024-08-12T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,33.9,18.5,1010.7,20.6,400.0,8.9
2024-08-12T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.2,22.1,1007.5,12.7,160.0,4.4
2024-08-12T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.2,23.3,1009.3,15.8,173.0,0.0
2024-08-12T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.8,31.7,1014.7,11.5,169.0,0.0
2024-08-13T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,23.3,30.9,1005.2,14.1,184.0,0.4
2024-08-13T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.0,27.0,1015.5,10.0,176.0,0.0
2024-08-13T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,30.2,26.7,1014.5,15.4,196.0,0.0
2024-08-13T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.1,23.7,1016.7,16.5,575.0,5.9
2024-08-13T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,35.1,14.3,1011.8,9.6,169.0,8.7
2024-08-13T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.9,21.9,1017.1,14.8,184.0,5.9
2024-08-13T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,29.9,28.0,1013.2,10.8,170.0,0.0
2024-08-13T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,24.0,27.5,1009.8,15.6,162.0,0.4
2024-08-14T00:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,25.8,30.9,1012.7,14.8,165.0,1.5
2024-08-14T03:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,27.5,29.9,1014.1,18.2,390.0,0.0
2024-08-14T06:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,32.4,21.4,1007.9,14.0,172.0,1.4
2024-08-14T09:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,37.1,22.5,1014.8,20.1,176.0,5.6
2024-08-14T12:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,37.1,20.6,1007.1,18.2,163.0,8.7
2024-08-14T15:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,34.9,26.4,1016.0,15.7,187.0,7.3
2024-08-14T18:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,31.0,24.5,1013.1,17.2,152.0,0.0
2024-08-14T21:00:00,ESP32-CER-01,Cerrado,-15.78,-47.93,26.2,35.2,1009.9,12.1,167.0,0.1
